carving_id,stone,source,hc_recurve,hc_ring,hc_axe_note,area_px,perim_px,width_px,height_px,area_rel,perim_cm,width_cm,height_cm,circularity,aspect_ratio,roundness,solidity,lda_p_mushroom,rf_p_mushroom,mahal_dist_to_axe_centroid,mahal_dist_to_mushroom_centroid,nearest_centroid
RiCruin5,"RiCruin (Kilmartin cairn, comparison site)",Extracted (this study),,,,,,,,,,,,0.4995589427304547,1.5127376524543736,0.5214754083378915,0.7929483903934593,0.02015029110272379,0.7033333333333334,2.6830388433091237,3.0808363002439068,axe
RiCruin6,"RiCruin (Kilmartin cairn, comparison site)",Extracted (this study),,,,,,,,,,,,0.4203114964270342,1.5805108468151396,0.4307510799948355,0.7099041083012128,0.0021910499470101865,0.6133333333333333,3.620366227483606,4.240178556472545,axe
F595-aligned.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,77540.0,1604.37886,475.0,400.0,,,,,0.37854874,1.13356032,0.88217626,0.65190616,0.9999999991897519,0.99,13.413046965749114,2.073870994362084,mushroom
F596-aligned.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,59475.0,1506.76364,369.0,400.0,,,,,0.32919562,1.38009065,0.72459009,0.66314698,0.9999992330567407,0.9866666666666667,9.84803037512028,1.2194076983762003,mushroom
F597-aligned.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,70370.0,1705.24177,468.0,400.0,,,,,0.30410635,1.10469096,0.90523054,0.56559795,0.9999999999859042,1.0,15.010007676243502,2.618249251629838,mushroom
F600.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,29037.0,1063.33514,157.0,400.0,,,,,0.32271658,3.58256046,0.27912997,0.68156372,0.0013616958671880265,0.45,2.27878806671839,3.7928769501339517,axe
F601.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,56098.0,1455.04076,354.0,400.0,,,,,0.33297139,1.36012566,0.73522618,0.65692755,0.9999995050675956,0.9466666666666667,10.064457938986557,1.222236955771748,mushroom
F602.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,36610.0,1188.9676,266.0,400.0,,,,,0.32543896,2.34250767,0.42689295,0.57441868,0.2712041899833274,0.9,3.6851490634607713,1.3191368478617589,mushroom
F603.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,63864.0,1257.69553,303.0,400.0,,,,,0.50735851,1.85871628,0.53800572,0.75487131,0.08581460513955914,0.63,2.913884153260639,1.3201741604763497,mushroom
F604.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,62869.0,1099.45289,225.0,400.0,,,,,0.6535716,2.1269669,0.47015306,0.94266265,1.4486618608984817e-05,0.0033333333333333335,1.8673794914316302,2.4835935999744105,axe
F605.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,59563.0,1278.06306,326.0,400.0,,,,,0.45822825,1.57167386,0.63626432,0.71038994,0.989561124152681,0.89,5.86115610736079,0.8045737314962629,mushroom
F606.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,55385.0,1178.46508,270.0,400.0,,,,,0.50115099,2.21916654,0.45061963,0.77467497,0.0016393501232901493,0.0,1.1969948577755356,1.3763545225765828,axe
F607.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,75405.0,1505.60216,401.0,400.0,,,,,0.41801277,1.30332127,0.76727053,0.6916938,0.9999979787585545,0.8366666666666667,9.760167356010713,0.9340632862943639,mushroom
F608.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,73585.0,1304.02857,368.0,400.0,,,,,0.54378215,1.4008383,0.71385827,0.77283803,0.9960608275376628,0.9666666666666667,6.858898883558319,1.18594132778168,mushroom
F609-aligned.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,35168.0,1530.2956,356.0,400.0,,,,,0.1887152,2.03766079,0.49075882,0.44016396,0.9991858886173267,0.54,7.098073234270129,2.326232483270385,mushroom
F610.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,38362.0,1136.82547,236.0,400.0,,,,,0.37301261,2.5989189,0.38477538,0.65868819,0.009792699308524676,0.21,2.248421942558323,1.2825561840751334,mushroom
F611.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,15341.0,1067.7544,132.0,400.0,,,,,0.16909112,5.5075099,0.18157026,0.4856668,0.11955697896323662,0.23333333333333334,6.846421071061738,11.574802835464556,axe
F612.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,78476.0,1353.37677,366.0,400.0,,,,,0.53840525,1.34123052,0.74558399,0.7737114,0.9994228710649613,0.9033333333333333,7.768240480229115,1.1900638504423768,mushroom
F613.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,45299.0,1270.06306,327.0,400.0,,,,,0.35289695,1.91882648,0.52115187,0.60871844,0.9255850683468285,0.6933333333333334,4.86201478353004,1.2056482736088978,mushroom
F614-aligned.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,62890.0,1458.15346,378.0,399.0,,,,,0.37169352,1.1249676,0.88891449,0.63704784,0.9999999995687046,0.99,13.687766898547036,2.1665775968295167,mushroom
F615.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,44199.0,1216.26407,285.0,400.0,,,,,0.37546249,2.44031034,0.40978395,0.64404211,0.02615709050667331,0.20333333333333334,2.556302569855073,1.157407691595088,mushroom
F616.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,80804.0,1342.43059,343.0,400.0,,,,,0.56345475,1.32139038,0.75677863,0.82129989,0.9992065336311104,0.81,7.8213023296446655,1.3992718701575522,mushroom
F617.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,58955.0,1239.35952,307.0,400.0,,,,,0.48232069,1.56954169,0.63712867,0.74202034,0.9759457468916078,0.8933333333333333,5.574080895272286,0.9013217816035808,mushroom
F618.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,38998.0,1272.69048,278.0,400.0,,,,,0.30255659,2.36783475,0.42232677,0.59938368,0.41414553172303437,0.9066666666666666,4.015713185819467,1.4495903452407555,mushroom
F619.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,42849.0,1286.79098,336.0,400.0,,,,,0.32518802,1.78937209,0.55885526,0.55017848,0.9957533370780763,0.82,6.070671480086274,1.3203200949701461,mushroom
F620.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,81365.0,1302.33009,361.0,400.0,,,,,0.60284456,1.23405851,0.81033435,0.83314134,0.9998194038206819,0.9266666666666666,8.94135995646876,1.8916257804718801,mushroom
F621.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,67861.0,1374.47222,391.0,400.0,,,,,0.4513965,1.55905846,0.64141277,0.70706218,0.9938067503403523,0.9133333333333333,6.078017756472482,0.7688380818328431,mushroom
F622.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,96884.0,1554.91587,479.0,400.0,,,,,0.50355641,1.23457289,0.80999673,0.75409606,0.9999953855094359,0.9933333333333333,9.915623799007195,1.340657438884721,mushroom
F623 - 540wide.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,114138.0,1600.57987,540.0,400.0,,,,,0.55986771,1.21657938,0.82197678,0.79737603,0.9999807487012536,0.98,9.666641121663503,1.6887261841087478,mushroom
F624.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,76252.0,1431.70267,413.0,400.0,,,,,0.46747182,1.33282016,0.75028877,0.71542366,0.9999679086426049,0.9066666666666666,8.692387629544859,0.8388719206100571,mushroom
F625.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,45846.0,1162.03867,256.0,400.0,,,,,0.42664843,2.00475559,0.49881392,0.72593977,0.2099475691691056,0.33,3.2346570506969163,1.081739000974856,mushroom
F626.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,44429.0,1331.15137,325.0,400.0,,,,,0.31508049,1.74478183,0.57313756,0.55725717,0.998594651381635,0.95,6.53085542027602,1.3683935056423528,mushroom
F627-aligned.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,61350.0,1345.0824,362.0,400.0,,,,,0.42611484,1.4230307,0.70272553,0.69547178,0.9999084902194296,0.9733333333333334,7.958155779443393,0.6557296467351563,mushroom
F628.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,84399.0,1479.25902,436.0,400.0,,,,,0.48468403,1.33033422,0.75169081,0.73724439,0.9999436846077577,0.91,8.526924345749922,0.9038262146407829,mushroom
F629.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,56978.0,1255.13413,312.0,400.0,,,,,0.45450304,1.67569187,0.59676843,0.72719615,0.9318305939682504,0.8966666666666666,4.958786562910413,0.9273174866740581,mushroom
F630.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,116073.0,1367.62655,408.0,400.0,,,,,0.77984093,1.09619758,0.9122443,0.9666185,0.9995549842855531,0.5766666666666667,10.627851324242963,3.731307443417809,mushroom
F631.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,44665.0,1156.3057,257.0,400.0,,,,,0.41978979,2.45390569,0.40751362,0.69766715,0.004662208200572168,0.0,1.7577037753005988,1.1440929114912857,mushroom
F632-aligned.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,46006.0,1065.50166,229.0,400.0,,,,,0.50923246,2.08850747,0.47881083,0.83484099,0.004646864662685231,0.20333333333333334,1.6357462860581116,1.4059484761216272,mushroom
F634.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,51998.0,1312.67323,353.0,400.0,,,,,0.37921302,1.51914985,0.65826291,0.66274105,0.9998255555261025,0.8266666666666667,7.4884431009492785,0.8421216921758913,mushroom
F636.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,72582.0,1318.37172,374.0,400.0,,,,,0.5247628,1.5013142,0.66608309,0.75757766,0.9751069254889727,0.99,5.8088959011017245,1.0900887550711187,mushroom
F637.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,45975.0,1273.82042,322.0,400.0,,,,,0.35605344,1.65008527,0.60602929,0.60394089,0.998834542313674,0.85,6.605503231739652,1.0663512505295505,mushroom
F638.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,60435.0,1316.69048,355.0,400.0,,,,,0.43805738,1.37902653,0.72514921,0.69211741,0.9999576682128524,0.9766666666666667,8.387191458931332,0.6945380614766545,mushroom
F639.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,54513.0,1169.10974,261.0,400.0,,,,,0.50118653,2.15102457,0.46489474,0.80235202,0.0032144237210870487,0.006666666666666667,1.4648635330874276,1.368069171535282,mushroom
F640.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,40552.0,1212.64885,275.0,400.0,,,,,0.34653893,2.14978334,0.46516315,0.62184397,0.5042283599223341,0.78,3.940777485707066,1.2278359707124882,mushroom
F641.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,56416.0,1217.29351,277.0,400.0,,,,,0.47843346,2.00533795,0.49866907,0.760052,0.0371553460371419,0.33,2.4513940466611492,1.2295068393658621,mushroom
F642.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,56961.0,1360.44784,364.0,400.0,,,,,0.38674409,1.36194573,0.73424364,0.6418177,0.9999961566798942,0.9133333333333333,9.297124737139935,0.8733229593001186,mushroom
F643.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,88281.0,1451.98694,437.0,400.0,,,,,0.52620102,1.0954941,0.91283011,0.77763488,0.9999999649202066,0.9933333333333333,12.604005742473223,2.3695661961494117,mushroom
F644.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,53672.0,1386.22958,363.0,400.0,,,,,0.350984,1.57577845,0.63460698,0.60376509,0.9997851303159553,0.9766666666666667,7.33847360677063,1.0433160960731616,mushroom
F645.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,91226.0,1466.25397,462.0,400.0,,,,,0.5332245,1.15028979,0.86934615,0.76670169,0.9999994836523699,0.9933333333333333,11.279069130615996,1.9535395920199885,mushroom
F646.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,70227.0,1360.0702,392.0,400.0,,,,,0.47708013,1.17716372,0.84949951,0.72195408,0.9999998062832611,0.9833333333333333,11.319145506579892,1.6263273343421643,mushroom
F647.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,49198.0,1378.91587,295.0,400.0,,,,,0.32514851,1.73978626,0.57478325,0.66736752,0.9981248069225721,0.97,6.404298507442568,1.3014529497986862,mushroom
F649.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,76802.0,1485.56053,425.0,400.0,,,,,0.43732236,1.04060377,0.96098057,0.69365968,0.9999999999132569,0.9966666666666667,14.96775386070021,2.8603574162043035,mushroom
f650.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,47941.0,1180.56558,269.0,400.0,,,,,0.43225171,1.96092263,0.50996403,0.72033236,0.2724174204856009,0.33666666666666667,3.370247552608277,1.0795930682352044,mushroom
F651.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,49764.0,1158.34733,269.0,400.0,,,,,0.46606613,2.02027328,0.49498254,0.75460025,0.0484881588723495,0.30666666666666664,2.5550818603956404,1.1815652523579048,mushroom
F652.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,49886.0,1189.21739,267.0,399.0,,,,,0.44326766,1.96436256,0.50907099,0.74189303,0.1922232881713504,0.3333333333333333,3.1832512083659448,1.1001391223259385,mushroom
F653.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,56231.0,1245.84481,328.0,400.0,,,,,0.4552582,1.47229906,0.67920983,0.70660601,0.999043406737415,0.99,6.977409402024744,0.6851759810564171,mushroom
F654.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,63998.0,1266.91587,342.0,399.0,,,,,0.50104959,1.49362503,0.66951208,0.75248386,0.9912649391358426,0.9966666666666667,6.166824754673734,0.9216499937650069,mushroom
F655.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,73691.0,1451.94531,413.0,400.0,,,,,0.43926217,1.35614224,0.73738578,0.7068342,0.9999772419477247,0.9166666666666666,8.694721185400706,0.740183810513596,mushroom
F656.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,67346.0,1375.30065,358.0,400.0,,,,,0.44743131,1.1929792,0.83823758,0.75441643,0.9999998796066837,0.99,11.3449996108347,1.499298178081874,mushroom
F657.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,57074.0,1157.56053,276.0,400.0,,,,,0.53525502,1.94910757,0.51305532,0.84336673,0.009446190719738012,0.04,2.051522148496321,1.5345098697413169,mushroom
F658.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,66216.0,1334.46508,351.0,400.0,,,,,0.46725976,1.40138695,0.71357878,0.72067522,0.9997656468577855,0.9633333333333334,7.718472400651384,0.7206662662538934,mushroom
F659.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,65903.0,1387.31789,392.0,400.0,,,,,0.4302918,1.33598881,0.74850926,0.69720917,0.9999911047302259,0.92,9.10330375214402,0.7994412668767054,mushroom
F660.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,108070.0,1538.45498,492.0,400.0,,,,,0.57378004,1.14377648,0.87429669,0.81401611,0.9999982339204074,0.98,11.02149664191436,2.163124720211215,mushroom
F661.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,56078.0,1378.20519,351.0,400.0,,,,,0.3710006,1.41535578,0.70653613,0.63477941,0.9999903723350251,0.9733333333333334,8.80200718325803,0.8876969988135324,mushroom
F662.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,78699.0,1401.40115,376.0,400.0,,,,,0.50356338,1.38440258,0.72233324,0.78826699,0.9994390367157282,0.9733333333333334,7.521577790407209,0.9134433225218892,mushroom
F663.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,68984.0,1487.86919,402.0,400.0,,,,,0.39158742,1.25889427,0.79434788,0.67086786,0.999999828743181,0.9866666666666667,10.827365238368877,1.2136584934570394,mushroom
F664.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,50998.0,1269.07525,269.0,400.0,,,,,0.39791312,1.62557442,0.61516716,0.72342206,0.9965929252714947,0.7333333333333333,6.190890393258304,0.8656388017971206,mushroom
F665.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,61679.0,1231.39401,298.0,400.0,,,,,0.51115559,1.64175038,0.609106,0.78369312,0.7607293843368437,0.6633333333333333,4.533168214932879,1.154720440547878,mushroom
f666-aligned.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,45007.0,1267.05087,307.0,400.0,,,,,0.35229123,1.71219139,0.58404686,0.59942597,0.9968225187705098,0.98,6.1753014952779,1.128932436691803,mushroom
F667-aligned.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,53325.0,1325.92807,332.0,400.0,,,,,0.38115428,1.4067335,0.7108667,0.68038278,0.9999888953689131,0.9666666666666667,8.771425925423305,0.835062047497585,mushroom
f668-aligned.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,46971.0,1343.54329,325.0,401.0,,,,,0.32699141,1.72613555,0.57932878,0.62085374,0.9984116897156556,0.97,6.471629433026485,1.2837543801338187,mushroom
F669-aligned.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,88031.0,1521.88644,459.0,400.0,,,,,0.47761835,1.22965769,0.81323445,0.73308767,0.9999985267005506,0.9833333333333333,10.296665042205277,1.2955369567422488,mushroom
F670.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,47050.0,1117.66104,255.0,400.0,,,,,0.47331391,2.23192059,0.44804462,0.76931881,0.004073029039907269,0.0033333333333333335,1.5452121270253154,1.2354909921640054,mushroom
F671.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,76429.0,1338.10469,363.0,400.0,,,,,0.53639887,1.3446876,0.74366715,0.77224802,0.9994052735899615,0.9033333333333333,7.73716057367018,1.171375679696309,mushroom
F672.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,57667.0,1282.9575,356.0,400.0,,,,,0.4402635,1.30861281,0.76416797,0.69493384,0.9999945279296777,0.8433333333333334,9.397526565915017,0.8854854633493119,mushroom
F673-aligned.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,84291.0,1596.857,487.0,400.0,,,,,0.41539285,1.15743865,0.86397668,0.68660449,0.9999999912289727,0.99,12.449364123237643,1.791854707034277,mushroom
F674.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,47358.0,1140.90873,247.0,400.0,,,,,0.45719494,2.52937416,0.39535472,0.76880494,0.0006844934715915142,0.06666666666666667,0.9610559585620478,1.2898275363000378,axe
F675.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,45507.0,1290.36457,322.0,400.0,,,,,0.34344975,1.90725049,0.52431498,0.60759443,0.9539032505989873,0.8533333333333334,5.078882832288158,1.2482762338911777,mushroom
F676.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,42093.0,1160.32294,259.0,400.0,,,,,0.39288187,2.18276338,0.45813486,0.67621993,0.11529119180165297,0.06666666666666667,3.032673242433156,1.090257643280864,mushroom
F677.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,44067.0,1277.9798,319.0,400.0,,,,,0.33905907,1.80157229,0.55507071,0.5883641,0.9914140108511466,0.8133333333333334,5.7689454890631655,1.2441804047700342,mushroom
F678.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,65213.0,1306.87424,358.0,400.0,,,,,0.4798179,1.35378637,0.73866898,0.76185191,0.9999043669663287,0.9066666666666666,8.233563234380908,0.8316715151256378,mushroom
F679.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,41532.0,1366.79098,348.0,400.0,,,,,0.27937562,1.41221788,0.70810603,0.5082854,0.9999997052490323,0.9833333333333333,10.165734487980812,1.587029665400337,mushroom
F680.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,48691.0,1470.87424,419.0,400.0,,,,,0.28281828,1.26254375,0.79205176,0.52248327,0.9999999965728488,0.9966666666666667,12.239901833528533,1.8512970917950242,mushroom
F681.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,45557.0,1223.59502,288.0,400.0,,,,,0.38237508,1.92115185,0.52052106,0.63733466,0.8013756451994433,0.47,4.370639574772817,1.1014299514513146,mushroom
F682.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,51424.0,1278.58997,268.0,400.0,,,,,0.39528755,1.61913672,0.61761307,0.72893765,0.9972801619786229,0.7433333333333333,6.286335324939234,0.8664595959529755,mushroom
F683.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,46872.0,1271.53615,304.0,400.0,,,,,0.36430567,1.88054822,0.53175983,0.62136025,0.9327409552661581,0.6866666666666666,4.886859087049368,1.1501731478469739,mushroom
F684-adjusted.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,46904.0,1296.12193,294.0,400.0,,,,,0.35085529,2.0310402,0.49235855,0.61922742,0.7634518146760894,0.5766666666666667,4.35012598655188,1.2197489397619372,mushroom
F685.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,66547.0,1412.08745,386.0,400.0,,,,,0.41938719,1.39403255,0.71734337,0.67882244,0.9999676726617753,0.9666666666666667,8.424384851975818,0.6933452798409947,mushroom
F686.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,65587.0,1414.18795,389.0,400.0,,,,,0.4121102,1.28339719,0.77918201,0.66948054,0.9999991552962092,0.9533333333333334,10.155357067093307,1.0319898262767324,mushroom
F687.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,60489.0,1317.76154,341.0,400.0,,,,,0.43773635,1.63863404,0.61026439,0.70635838,0.9809774515153457,0.7533333333333333,5.508663715841488,0.8485474971503743,mushroom
F688.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,77514.0,1502.04582,415.0,400.0,,,,,0.43174136,1.1823857,0.84574771,0.69159837,0.9999999556720014,0.9966666666666667,11.741652673882,1.583054591397009,mushroom
F689.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,80931.0,1434.5311,419.0,400.0,,,,,0.49420239,1.26294907,0.79179756,0.75042421,0.9999911077690686,0.98,9.514296428798936,1.173830947838973,mushroom
F690.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,62144.0,1278.33009,341.0,400.0,,,,,0.47788461,1.445887,0.69161698,0.73568444,0.9988628748834839,0.9766666666666667,7.014883257955441,0.7584814408512499,mushroom
F691.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,36463.0,1243.15137,267.0,400.0,,,,,0.29649286,2.35811535,0.42406747,0.57682755,0.4893291172760753,0.9233333333333333,4.14806417824031,1.485795042153491,mushroom
F692.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,85459.0,1423.88644,425.0,400.0,,,,,0.52968414,1.11204496,0.89924422,0.78110733,0.9999999146274059,0.9933333333333333,12.175075321793903,2.2363603307645494,mushroom
F693.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,60953.0,1290.20519,340.0,400.0,,,,,0.46013723,1.3891537,0.71986275,0.71282138,0.9998720045164542,0.9633333333333334,7.9714029926042445,0.7098810773913031,mushroom
F694.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,57055.0,1210.32294,278.0,400.0,,,,,0.48944178,1.87605016,0.53303479,0.76406977,0.12437580095077236,0.4533333333333333,3.032801989096655,1.233698437101607,mushroom
F695.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,61462.0,1398.01133,379.0,400.0,,,,,0.3951802,1.39397048,0.71737531,0.66225251,0.9999868612722312,0.97,8.747140733830795,0.777540086989303,mushroom
F697.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,49168.0,1184.84986,266.0,400.0,,,,,0.44011459,2.10505795,0.4750463,0.72413438,0.04820909870825883,0.24666666666666667,2.5629205741420455,1.1132019331935994,mushroom
F698.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,51472.0,1211.5189,292.0,400.0,,,,,0.44067714,1.8657531,0.5359766,0.70759671,0.5017643329914141,0.6066666666666667,3.785285515119929,1.0569046114968377,mushroom
F699.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,60706.0,1260.38896,333.0,400.0,,,,,0.48021122,1.52386744,0.65622506,0.74448437,0.9918029259822838,0.8233333333333334,6.079190264996772,0.834296159207984,mushroom
F700.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,38335.0,1136.0803,245.0,400.0,,,,,0.37323922,2.39555486,0.41743982,0.64210579,0.03947847082373099,0.21,2.709168168394076,1.145114943503953,mushroom
F701.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,59878.0,1426.97475,377.0,400.0,,,,,0.36952564,1.49071121,0.67082074,0.63842627,0.9999377468903393,0.9966666666666667,7.933493266890324,0.8830602002756088,mushroom
F702.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,92073.0,1582.99913,455.0,400.0,,,,,0.46172225,1.0096697,0.99042291,0.74149268,0.9999999999591616,0.9833333333333333,15.557000662924901,3.2095235708523915,mushroom
F703.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,43139.0,1191.03362,245.0,400.0,,,,,0.38214827,2.42845789,0.41178396,0.70130461,0.022397769591873378,0.09333333333333334,2.469801181984521,1.1396329144674116,mushroom
F704.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,61066.0,1332.87424,371.0,400.0,,,,,0.43194752,1.26428679,0.79095978,0.6831604,0.9999990766967298,0.9833333333333333,10.22611561117656,1.0860066194747333,mushroom
F705.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,61009.0,1268.79098,329.0,400.0,,,,,0.47623752,1.4833311,0.67415832,0.74216132,0.9972721380887607,0.9866666666666667,6.584696988740799,0.7733391941494054,mushroom
f706.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,38077.0,1050.66609,203.0,400.0,,,,,0.43345414,2.75825291,0.36254834,0.78002663,0.0004159194433153102,0.0,0.9787169919614365,1.5186321596908856,axe
F707.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,47654.0,1148.90873,255.0,400.0,,,,,0.45366802,1.85578878,0.53885443,0.72496311,0.4182956710814286,0.7433333333333333,3.657167952312769,1.0816648888899423,mushroom
F719.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,45411.0,1275.82042,324.0,400.0,,,,,0.35058379,1.65450977,0.60440864,0.59594879,0.998964426443568,0.8666666666666667,6.652685564453736,1.1002257949016905,mushroom
