carving_id,stone,source,hc_recurve,hc_ring,hc_axe_note,area_px,perim_px,width_px,height_px,area_rel,perim_cm,width_cm,height_cm,circularity,aspect_ratio,roundness,solidity,mahal_d_axe,mahal_d_mushroom,lda_p_mushroom,closer_to
F646.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,70227.0,1360.0702,392.0,400.0,,,,,0.47708013,1.17716372,0.84949951,0.72195408,,,,
F647.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,49198.0,1378.91587,295.0,400.0,,,,,0.32514851,1.73978626,0.57478325,0.66736752,,,,
F649.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,76802.0,1485.56053,425.0,400.0,,,,,0.43732236,1.04060377,0.96098057,0.69365968,,,,
f650.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,47941.0,1180.56558,269.0,400.0,,,,,0.43225171,1.96092263,0.50996403,0.72033236,,,,
F651.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,49764.0,1158.34733,269.0,400.0,,,,,0.46606613,2.02027328,0.49498254,0.75460025,,,,
F652.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,49886.0,1189.21739,267.0,399.0,,,,,0.44326766,1.96436256,0.50907099,0.74189303,,,,
F653.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,56231.0,1245.84481,328.0,400.0,,,,,0.4552582,1.47229906,0.67920983,0.70660601,,,,
F654.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,63998.0,1266.91587,342.0,399.0,,,,,0.50104959,1.49362503,0.66951208,0.75248386,,,,
F655.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,73691.0,1451.94531,413.0,400.0,,,,,0.43926217,1.35614224,0.73738578,0.7068342,,,,
F656.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,67346.0,1375.30065,358.0,400.0,,,,,0.44743131,1.1929792,0.83823758,0.75441643,,,,
F657.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,57074.0,1157.56053,276.0,400.0,,,,,0.53525502,1.94910757,0.51305532,0.84336673,,,,
F658.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,66216.0,1334.46508,351.0,400.0,,,,,0.46725976,1.40138695,0.71357878,0.72067522,,,,
F659.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,65903.0,1387.31789,392.0,400.0,,,,,0.4302918,1.33598881,0.74850926,0.69720917,,,,
F660.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,108070.0,1538.45498,492.0,400.0,,,,,0.57378004,1.14377648,0.87429669,0.81401611,,,,
F661.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,56078.0,1378.20519,351.0,400.0,,,,,0.3710006,1.41535578,0.70653613,0.63477941,,,,
F662.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,78699.0,1401.40115,376.0,400.0,,,,,0.50356338,1.38440258,0.72233324,0.78826699,,,,
F663.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,68984.0,1487.86919,402.0,400.0,,,,,0.39158742,1.25889427,0.79434788,0.67086786,,,,
F664.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,50998.0,1269.07525,269.0,400.0,,,,,0.39791312,1.62557442,0.61516716,0.72342206,,,,
F665.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,61679.0,1231.39401,298.0,400.0,,,,,0.51115559,1.64175038,0.609106,0.78369312,,,,
f666-aligned.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,45007.0,1267.05087,307.0,400.0,,,,,0.35229123,1.71219139,0.58404686,0.59942597,,,,
F667-aligned.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,53325.0,1325.92807,332.0,400.0,,,,,0.38115428,1.4067335,0.7108667,0.68038278,,,,
f668-aligned.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,46971.0,1343.54329,325.0,401.0,,,,,0.32699141,1.72613555,0.57932878,0.62085374,,,,
F669-aligned.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,88031.0,1521.88644,459.0,400.0,,,,,0.47761835,1.22965769,0.81323445,0.73308767,,,,
F670.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,47050.0,1117.66104,255.0,400.0,,,,,0.47331391,2.23192059,0.44804462,0.76931881,,,,
F671.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,76429.0,1338.10469,363.0,400.0,,,,,0.53639887,1.3446876,0.74366715,0.77224802,,,,
F672.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,57667.0,1282.9575,356.0,400.0,,,,,0.4402635,1.30861281,0.76416797,0.69493384,,,,
F673-aligned.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,84291.0,1596.857,487.0,400.0,,,,,0.41539285,1.15743865,0.86397668,0.68660449,,,,
F674.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,47358.0,1140.90873,247.0,400.0,,,,,0.45719494,2.52937416,0.39535472,0.76880494,,,,
F675.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,45507.0,1290.36457,322.0,400.0,,,,,0.34344975,1.90725049,0.52431498,0.60759443,,,,
F676.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,42093.0,1160.32294,259.0,400.0,,,,,0.39288187,2.18276338,0.45813486,0.67621993,,,,
F677.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,44067.0,1277.9798,319.0,400.0,,,,,0.33905907,1.80157229,0.55507071,0.5883641,,,,
F678.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,65213.0,1306.87424,358.0,400.0,,,,,0.4798179,1.35378637,0.73866898,0.76185191,,,,
F679.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,41532.0,1366.79098,348.0,400.0,,,,,0.27937562,1.41221788,0.70810603,0.5082854,,,,
F680.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,48691.0,1470.87424,419.0,400.0,,,,,0.28281828,1.26254375,0.79205176,0.52248327,,,,
F681.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,45557.0,1223.59502,288.0,400.0,,,,,0.38237508,1.92115185,0.52052106,0.63733466,,,,
F682.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,51424.0,1278.58997,268.0,400.0,,,,,0.39528755,1.61913672,0.61761307,0.72893765,,,,
F683.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,46872.0,1271.53615,304.0,400.0,,,,,0.36430567,1.88054822,0.53175983,0.62136025,,,,
F684-adjusted.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,46904.0,1296.12193,294.0,400.0,,,,,0.35085529,2.0310402,0.49235855,0.61922742,,,,
F685.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,66547.0,1412.08745,386.0,400.0,,,,,0.41938719,1.39403255,0.71734337,0.67882244,,,,
F686.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,65587.0,1414.18795,389.0,400.0,,,,,0.4121102,1.28339719,0.77918201,0.66948054,,,,
F687.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,60489.0,1317.76154,341.0,400.0,,,,,0.43773635,1.63863404,0.61026439,0.70635838,,,,
F688.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,77514.0,1502.04582,415.0,400.0,,,,,0.43174136,1.1823857,0.84574771,0.69159837,,,,
F689.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,80931.0,1434.5311,419.0,400.0,,,,,0.49420239,1.26294907,0.79179756,0.75042421,,,,
F690.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,62144.0,1278.33009,341.0,400.0,,,,,0.47788461,1.445887,0.69161698,0.73568444,,,,
F691.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,36463.0,1243.15137,267.0,400.0,,,,,0.29649286,2.35811535,0.42406747,0.57682755,,,,
F692.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,85459.0,1423.88644,425.0,400.0,,,,,0.52968414,1.11204496,0.89924422,0.78110733,,,,
F693.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,60953.0,1290.20519,340.0,400.0,,,,,0.46013723,1.3891537,0.71986275,0.71282138,,,,
F694.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,57055.0,1210.32294,278.0,400.0,,,,,0.48944178,1.87605016,0.53303479,0.76406977,,,,
F695.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,61462.0,1398.01133,379.0,400.0,,,,,0.3951802,1.39397048,0.71737531,0.66225251,,,,
F697.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,49168.0,1184.84986,266.0,400.0,,,,,0.44011459,2.10505795,0.4750463,0.72413438,,,,
F698.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,51472.0,1211.5189,292.0,400.0,,,,,0.44067714,1.8657531,0.5359766,0.70759671,,,,
F699.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,60706.0,1260.38896,333.0,400.0,,,,,0.48021122,1.52386744,0.65622506,0.74448437,,,,
F700.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,38335.0,1136.0803,245.0,400.0,,,,,0.37323922,2.39555486,0.41743982,0.64210579,,,,
F701.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,59878.0,1426.97475,377.0,400.0,,,,,0.36952564,1.49071121,0.67082074,0.63842627,,,,
F702.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,92073.0,1582.99913,455.0,400.0,,,,,0.46172225,1.0096697,0.99042291,0.74149268,,,,
F703.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,43139.0,1191.03362,245.0,400.0,,,,,0.38214827,2.42845789,0.41178396,0.70130461,,,,
F704.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,61066.0,1332.87424,371.0,400.0,,,,,0.43194752,1.26428679,0.79095978,0.6831604,,,,
F705.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,61009.0,1268.79098,329.0,400.0,,,,,0.47623752,1.4833311,0.67415832,0.74216132,,,,
f706.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,38077.0,1050.66609,203.0,400.0,,,,,0.43345414,2.75825291,0.36254834,0.78002663,,,,
F707.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,47654.0,1148.90873,255.0,400.0,,,,,0.45366802,1.85578878,0.53885443,0.72496311,,,,
F719.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,45411.0,1275.82042,324.0,400.0,,,,,0.35058379,1.65450977,0.60440864,0.59594879,,,,
F720.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,75314.0,1492.61436,439.0,400.0,,,,,0.42480571,1.14581628,0.87274026,0.67637484,,,,
F721-aligned.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,84861.0,1334.42049,416.0,400.0,,,,,0.59887007,1.06482472,0.9391217,0.84451831,,,,
F722.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,61249.0,1220.64885,284.0,400.0,,,,,0.51656786,1.84723889,0.5413485,0.81266585,,,,
F723-aligned.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,42854.0,1413.61941,363.0,400.0,,,,,0.26948601,1.70157038,0.58769241,0.52490461,,,,
F725.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,78595.0,1436.89863,410.0,399.0,,,,,0.47835743,1.41565572,0.70638643,0.76302492,,,,
RiCruin1.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,62584.0,1277.56053,341.0,400.0,,,,,0.48184816,1.75470519,0.5698963,0.76897747,,,,
RiCruin2.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,62902.0,1247.40115,335.0,400.0,,,,,0.50799804,1.65693313,0.60352466,0.79595581,,,,
RiCruin3.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,54806.0,1244.02143,308.0,400.0,,,,,0.44502279,2.05246357,0.48721937,0.73015281,,,,
RiCruin4.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,70725.0,1262.3057,324.0,400.0,,,,,0.55776818,1.76766749,0.56571725,0.83778037,,,,
RiCruin5.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,78092.0,1365.60216,390.0,400.0,,,,,0.52622081,1.51548069,0.65985664,0.80357271,,,,
RiCruin6.tif,unknown (Bevan All data — stone not tagged),Bevan All data (ImageJ),,,,60476.0,1300.43059,358.0,400.0,,,,,0.449385,1.58357245,0.63148358,0.72058718,,,,
