Area,Perimeter,Height,Width,Circularity,Aspect Ratio,Roundness,Solidity,id,harmonics_99,source,stone
30107.0,994.7838379715732,400.0,125.0,0.38231373877620983,4.538129875341705,0.19989010399714238,0.7553186151530357,109,44,axe,
39501.0,1030.5828278447966,400.0,172.0,0.4673606577648655,3.4286552176045046,0.2544785238570652,0.847370001716149,110,42,axe,
48635.0,1123.269119345812,400.0,220.0,0.4843855123268379,2.7035585709738426,0.3085243123315215,0.7934708128038633,2 fig 76,41,axe,
60798.0,1105.0924958366747,399.0,242.0,0.6256074291819649,2.155823012872162,0.41743652277830534,0.8708069552264459,2,3,axe,
105360.0,1297.9625535217633,400.0,345.0,0.785889162147888,1.3063188060133493,0.7416279849918379,0.9840842860345214,21,33,axe,
50190.0,1097.7127701597078,397.0,215.0,0.5234191725619857,2.691644429074869,0.3139545533604493,0.8268669994563337,25,3,axe,
64569.0,1173.2173875177025,399.0,293.0,0.5894906796287543,1.8076299686339927,0.4665505859701187,0.8673849088539918,28,3,axe,
51394.0,1135.636651713959,399.0,254.0,0.5007759725566123,2.291986965723543,0.34462234820330157,0.7969050424858897,36,3,axe,
50180.0,1104.5828278447966,400.0,221.0,0.5168255154540768,2.547721663665234,0.32110891881082076,0.8121843843066165,362,39,axe,
47934.0,1113.4873734152918,398.0,208.0,0.4858284487561076,2.8431965942429867,0.3064243740713526,0.8151763545457638,370,3,axe,
44060.0,1117.1097397793778,400.0,236.0,0.44367267301742375,2.4973902986728604,0.2992230736517244,0.7520054616828811,42,40,axe,
50417.0,1131.2762620207482,400.0,254.0,0.49505051365177105,2.1026699863294316,0.3562772482616381,0.7460232905698347,426,42,axe,
46052.0,1094.98484809835,398.0,213.0,0.482660924832468,2.874432161382318,0.3020046259866827,0.8202187154917536,77,3,axe,
44959.0,1101.126983722081,400.0,211.0,0.46596328261032705,3.151214619343913,0.2730902880122036,0.7620944502830796,81,39,axe,
39428.0,1095.4112549695428,400.0,218.0,0.41291457634396117,3.0069759967821295,0.2459959593206263,0.6963740087249863,83,42,axe,
44696.0,1155.8792924010784,398.0,253.0,0.4203911410895894,2.534915545174609,0.28212758079492295,0.6779311390869104,85,3,axe,
44251.0,1080.3229432149742,399.0,224.0,0.47645924101690335,2.5950441562146236,0.3028856254174512,0.7675269712422382,87,3,axe,
40666.0,1166.6660889654818,400.0,236.0,0.3754465960363636,2.982201046626708,0.23827467490871176,0.644009818671312,89,40,axe,
48761.0,1127.2518754031087,400.0,245.0,0.4822147990454299,2.273165910184155,0.32790641087135397,0.745375890427711,90,40,axe,
47526.0,1125.4528855298854,400.0,240.0,0.4715052032562729,2.488032549850008,0.30608728000518765,0.7496096276083973,91,40,axe,
54516.0,1161.8376618407356,400.0,260.0,0.5075080626721671,2.1796797743948404,0.365839448146029,0.7740671323905265,93,39,axe,
46693.0,1161.8792924010781,400.0,250.0,0.4346499349017761,2.6309681155563065,0.29135654194397986,0.7039605602376034,94,40,axe,
44777.0,1103.5290039756342,399.0,196.0,0.46205891367160185,3.163984776856291,0.2758201875446394,0.7942423328662398,96,3,axe,
43460.0,1073.511760032931,400.0,207.0,0.4738991974832213,2.9553328987605854,0.27484017606893285,0.768129518019053,97,40,axe,
44726.0,1181.636651713959,400.0,251.0,0.40253348825668256,2.6704161183289825,0.27689662829230743,0.6788289040326619,Ca29,43,axe,
42585.0,1156.126983722081,398.0,242.0,0.4003643878718915,2.6900414893686646,0.2672513630146916,0.6923151956560615,Ca43,3,axe,
46670.0,1117.1858582251266,400.0,203.0,0.46989065249692724,3.0594405984868502,0.28527309099937853,0.7939235166031573,Ca5,42,axe,
48829.0,1179.6955262170047,400.0,255.0,0.44090784815601197,2.5665344218286115,0.30830799372346934,0.7350997365449755,Ca7,40,axe,
60918.0,1107.6782822743016,400.0,243.0,0.6239190111406641,2.15017067734445,0.418901578157173,0.8699091791854686,Clipboard,39,axe,
47598.0,1137.9554108468274,400.0,219.0,0.4619001234534037,2.741519476028223,0.3035858189519935,0.7749340627136857,Hb8,42,axe,
62524.0,1185.3767670841366,400.0,285.0,0.5591699142638284,1.8955091795913404,0.4376678482577602,0.8344321366608835,Killaha1,39,axe,
64311.0,1193.56053326821,400.0,294.0,0.567291435584913,1.787770774788583,0.47244876727023744,0.8634898896318376,Killaha2,38,axe,
57934.0,1172.364573775317,400.0,273.0,0.5296854042551011,2.035652455913851,0.39650911394807936,0.8156157170812743,Killaha3,40,axe,
71809.0,1203.3767670841366,400.0,296.0,0.6231398103189247,1.6449509658168127,0.5364695158672368,0.9314352422336079,Killaha4,37,axe,
54246.0,1283.920922961421,400.0,278.0,0.4135242961972135,2.239625483523387,0.3567956848604624,0.7542127801568322,Le1-2,40,axe,
45426.0,1157.3940110268397,398.0,256.0,0.42613960508121185,2.4833555685917714,0.29091125008849417,0.6863385005892485,NF27,3,axe,
48186.0,1224.749350086167,400.0,244.0,0.40367913723120435,2.450210194350875,0.3147686805109971,0.7385846323630846,NF40,42,axe,
45560.0,1138.097546470558,400.0,234.0,0.44201255496176706,2.6635952704881105,0.2835962832778497,0.7280397577462088,Sx5,38,axe,
52539.0,1119.1513703397204,400.0,232.0,0.5271254742872369,2.4281430690767,0.33751882825205903,0.8116638343890005,UP40,40,axe,
53342.0,1106.0386719675123,400.0,230.0,0.5479469765413567,2.268767416325152,0.3784733447022045,0.8564043284205118,Wi8,40,axe,
45352.0,1129.8549057834389,400.0,229.0,0.4464377973449726,2.8913943391519497,0.2763828438614476,0.7349214065791606,so31,40,axe,
70227.0,1360.1707063234765,400.0,392.0,0.4770096288662486,1.1771657592697005,0.6030105235543362,0.7236166924265842,F646,39,carving,4
76802.0,1485.6610383315985,400.0,425.0,0.4372631967632462,1.0406041510980442,0.6494876163255365,0.6953427733314019,F649,42,carving,4
49764.0,1157.862048458375,400.0,269.0,0.46645688428444537,2.020297170330399,0.36472098208983195,0.7565447414029006,F651,46,carving,4
66216.0,1335.7371567773473,400.0,351.0,0.466370199800164,1.4013921068364954,0.48235435993799824,0.722156785761026,F658,44,carving,4
78699.0,1401.5016587651644,400.0,376.0,0.503491155244577,1.3844073347552703,0.5628781775978957,0.7899840395097419,F662,44,carving,4
50998.0,1269.17575695736,400.0,269.0,0.3978501012170717,1.625586580385017,0.443504121750232,0.7251862806438769,F664,46,carving,4
53325.0,1327.785930012626,400.0,332.0,0.3800883895551807,1.4067400603279558,0.48527745624082225,0.6822979975689335,F667-aligned,43,carving,4
47050.0,1117.7615433949868,400.0,255.0,0.47322879700794823,2.231954192570875,0.33983300738661654,0.7714126442812173,F670,46,carving,4
76429.0,1339.9625535217635,400.0,363.0,0.5349124643074719,1.3446917846770141,0.5623529209443565,0.7737373328339019,F671,46,carving,4
57667.0,1282.4722215136414,400.0,356.0,0.440596749433225,1.3086171403623814,0.5113650436254811,0.6967727124439665,F672,48,carving,4
84291.0,1596.95750288788,400.0,487.0,0.41534056744589387,1.15744004793371,0.5726016965940759,0.6883257933332244,F673-aligned,44,carving,4
47358.0,1142.1808075912431,400.0,247.0,0.4561771216406013,2.529422482361167,0.32012013144392765,0.7707631463307456,F674,44,carving,4
45507.0,1290.4650788387053,400.0,322.0,0.3433962567959889,1.9072702405472328,0.34117713088158125,0.6093191403896365,F675,43,carving,4
44067.0,1277.4945160902282,400.0,319.0,0.3393167202340561,1.8015875855610273,0.3182836092297367,0.5898565080044975,F677,44,carving,4
65213.0,1306.974746830583,400.0,358.0,0.47974410951401364,1.3537913382334257,0.5484657935272332,0.7637434708265992,F678,46,carving,4
