id,imagej_0,imagej_1,imagej_2,imagej_3,hu_0,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,efd_0,efd_1,efd_2,efd_3,efd_4,efd_5,efd_6,efd_7,efd_8,efd_9,efd_10,efd_11,efd_12,efd_13,efd_14,efd_15,efd_16,efd_17,efd_18,efd_19,efd_20,efd_21,efd_22,efd_23,efd_24,efd_25,efd_26,efd_27,efd_28,efd_29,efd_30,efd_31,efd_32,efd_33,efd_34,efd_35,efd_36,efd_37,efd_38,efd_39,skel_0,skel_1,skel_2,stone
F628,0.4840534873933709,1.3304935867914627,0.5647393472652992,0.7385848472543054,3.063110471110299,7.238025428855256,9.426472519376619,10.826519003401671,21.948877459152154,-15.398691892789648,-20.955239363219654,1.0,-2.2135564749164975e-17,5.598031905626593e-17,0.2113109017409415,0.013690472429247376,0.05081055103154741,0.08322016318824846,-0.11845756346272589,0.09134900929423756,0.0007990126469446443,-0.03897777462280739,7.553535435863448e-05,0.01620530217602621,0.02916306800348477,0.013136617828708563,-0.025222829397513403,0.024092026777930313,-0.005327506289186795,-0.011441433999348573,-0.0024799905015799864,0.008473816245506322,0.01942016396403932,0.0014164270747077773,-0.011995553850883267,0.00833455636432886,-0.0018261596435197828,-0.002654520638702469,-0.003001835234320843,0.006553294478436308,0.011940548577701158,-0.004637578930895067,-0.00965701226942687,0.0019367257815146983,-0.00019371854212084933,-0.0033034779369348144,0.001604456990933124,0.0048252298214118096,0.007021311669608964,-0.0014379342996790696,-0.004167697309689472,69.68862847805441,0.369594222263187,0.06080206985769728,53
F604,0.654148930858225,2.1269942866565508,0.4387598675915459,0.9442909069061852,3.061247686946958,6.51292157153457,9.977074426616252,10.675487958032562,21.003672186161374,13.943813016104619,-22.031373651499646,-1.0,4.368696591399895e-17,-1.515526411995285e-16,-0.25611764333476444,0.028365565778492783,0.03584450335276815,0.037403831509613766,-0.09019205861564157,-0.09905128163630067,0.008433441093566396,0.03631443192247518,-0.05186538708280517,0.01657000177241162,0.009693449795262345,0.011644166807450597,-0.0018546849680993508,-0.019831052128369463,0.003059528240328296,-0.005110448861536215,-0.0178679901062366,0.013214088899604085,0.010783216905851852,-0.0016712961850457013,-0.009702433364775625,-0.008608100951893261,0.001133211706889449,0.002027983129582638,-0.011432101690665589,0.00865063210254729,0.003019846897428125,-0.0014666971332746046,0.0013070593793576596,-0.0012440671279441106,-0.0023774592512139283,-0.0036726434627723666,-0.0036809480781147693,0.0073226855100813285,0.001473187528217489,-0.005192566522623305,-0.0001825589794562973,69.37964700748395,0.2668649998723106,0.115625,53
F610,0.37333127465069327,2.5989704870892774,0.2527008013682568,0.6603322144762889,2.8483972930763977,5.955881252342278,8.79127713757678,9.275977490858548,18.311333539679392,12.256707186577827,-19.359981594187182,1.0,-2.1355327177444748e-17,1.0400222388125653e-16,0.11877111004775208,0.06845559353307643,-0.04462824358841592,0.08332410810494721,-0.05210521522648236,0.06879247025352703,0.029191262773423626,-0.03953621382912898,0.09649127164137955,0.027237925418701948,-0.03623209907652922,0.0036452850080301706,-0.047918801775843504,0.024189899586587436,0.013243796284872504,0.00144676342116718,0.03547795726392399,0.008725921254295648,-0.01245235903787714,-0.0069529574024503,-0.00932702367620789,0.012527382004080594,-0.004385576962902763,0.0035445692549496044,0.004422108693790709,0.006741466813333351,0.0017592550545412603,-0.0026134378777016975,0.006957092367948901,0.003225733551330859,-0.009294754298384557,-0.00031781164884098987,-0.004923282879860576,0.007473416697258477,0.002443817013137989,0.001534722418965368,0.008920324270799888,36.173347681163484,0.31393250294072833,0.11026615969581749,53
F638,0.4383804617574473,1.37903170278297,0.4804511206818438,0.693650575029268,3.003890990022538,7.0229439798553255,9.052608840101687,10.088224945783708,19.73530100635492,13.676870328950896,-19.921940079831263,-1.0,3.3833638318711665e-17,-1.644155071069637e-16,-0.36438402815614523,0.103855329745083,0.04618887219990739,-0.07438944639790877,-0.1960208567381107,-0.06095827572475949,0.006180956490894119,0.016028578058064572,-0.10515283853656285,0.041041382371153685,0.0017471470719832454,0.009391884653637203,-0.009149115941806594,-0.012761570627393417,-0.021222675659479075,0.0037218615241956395,0.015552383228054644,0.024604227139745253,-0.008750348503451027,-0.010273690155200611,0.022693519406181886,-0.004968111280091237,-0.009302603790874026,-0.0008755079648823342,0.005140214069059365,0.007848134350766112,0.004032348181772175,0.0022576110112694403,0.007239069229556968,-0.009434122822201305,0.00025554531150894866,0.0019458375942696048,-0.0031290216789645413,0.0007032361943506027,0.0058711178140026955,0.0028046955864476203,-0.004361496060152237,49.71740514581719,0.31395495483041846,0.12141652613827993,53
F611,0.16813569329261543,5.508180255779612,0.12155478784505819,0.4871086556169429,2.5764387211562965,5.210155113611573,8.203484585847683,8.31286059742849,16.571062065489677,10.917983322202602,-18.50915308665299,1.0,-1.6336422631974905e-17,-4.0340525447873243e-17,0.14767695638471576,0.08929670266438726,-0.08212891017344821,0.017080572250209956,-0.07940472631536229,0.07001219388484954,0.042758646520954215,0.009424211633982922,0.030410282932760574,0.023485801377988634,-0.05113059013593119,-0.0007356989367618946,0.008060561639399845,0.03308029270092444,0.010229120730146795,-0.01125342212465237,-0.029305115508649972,0.005760210751324388,-0.009840297270986098,0.031778732162892113,0.027207601956109016,0.013392750262479365,-0.010742976890105838,-0.030091751884446277,-0.011995686989703993,0.007029422856164399,0.00157145957810552,0.021999338070305838,0.001723093305071813,0.004723173801648459,-0.010203649957695671,-0.006849905986246172,0.0015963717913001995,0.0046144882880323835,0.00040901435946245294,0.0004555327234572171,0.00205126527373896,15.030256892506179,0.41693094472537734,0.1141804788213628,53
F605,0.4577365328513001,1.5716827495679422,0.43771248004051666,0.7119140391556905,2.99931591017162,6.744592534878813,9.065714707680268,9.864722020455929,19.34152952064244,13.270498768490105,-19.972060807782068,1.0,-1.0792636684752302e-17,6.675549379564128e-17,0.1608755954341169,0.06437305703561509,-0.06425788487874254,0.09297757838470289,-0.18099312563668238,0.08838025171058517,0.01777673739794893,0.014733925976773811,0.1003393719911568,0.017085454211496508,-0.015899011711622134,-0.008923891004683496,-0.041579624196305225,0.02388487669316414,-0.01599210670258413,0.007960546268347649,-0.0038294734037615996,0.020232109651368353,0.003706745034767445,0.014003283917014211,0.0029395518086856873,0.0031386613156606123,-0.010454591053995332,-0.0016826038613963511,-0.005572874334400341,0.010095113811392378,-0.0029788984631555823,0.004965933306368537,0.0043716053106465785,0.007352310253956935,-0.004870983560171682,0.0029266251430687977,-0.004077069232711078,0.001405380585371929,-0.0021814169057173052,-0.0015729846930722323,0.0025979850868021793,55.13927254150539,0.3006381303753876,0.06285714285714286,53
F613,0.3528411089300516,1.918844855751904,0.30889765258893187,0.6101615010573672,2.89121616011858,6.266382353646037,8.742381686241112,9.52815222157402,18.692754287699945,12.69104478783458,-19.112604913658192,-1.0,5.256646039175181e-17,-1.643806937766248e-16,-0.24633497310046956,0.08885243740761443,0.03181946511186581,-0.09932849861206436,-0.12165859474310445,-0.05558697363115279,0.012159116358089604,-0.032831389557850484,-0.11358325119041948,0.04241679793380631,0.015055038218042164,0.00041829277227521,-0.04097963217670545,-0.013672710341357693,-0.003658539152064242,0.003144039553048965,-0.014007984043177324,0.01728506726731163,-0.00023471222328329226,0.006389135464862256,0.006871737757620052,-0.00997173151022494,-0.009884061984037112,0.005779083749316951,0.008382772441393823,0.006534264402069014,-0.003354753690574767,0.007543044978129867,0.012275356318294807,-0.0066287968391164345,-0.007098766056140756,0.0029253506286707233,0.008560130416224557,0.004375236840121549,0.0010129944416703198,0.001270242958534657,0.003981501826663566,36.787514980599084,0.37047107907746935,0.1308562197092084,53
F607,0.4182823641923258,1.3033246430872865,0.5342016043299398,0.6932008310503962,3.0324130588400244,7.2385951938262325,9.335350028942196,10.551515179109108,20.495283980230376,14.171917666222784,-21.900196039172197,-1.0,1.6954537767310925e-17,-5.27491837044071e-17,-0.3481866647580696,0.16227109025967654,0.11060416968479832,-0.18934059400601888,-0.1309609616235958,-0.055212683651858815,0.05376990685644726,-0.04190482783928582,-0.16056217434816553,0.013130979247974418,0.034994483791686175,0.01532018975378867,-0.01181578322495378,-0.039270559297692166,-0.022194326096660923,0.018342787319046937,0.005595240673992153,0.0025775272933789015,-0.016762637548330614,0.006113456191283176,0.038035883662304364,-0.0040234975213010666,-0.02077912980051187,-0.000783583418804481,-0.0005027505015274529,0.008037193954391812,0.0016188022718294868,0.006165311591608725,0.003969187245137296,0.001633471084374141,-0.0010432455086386392,0.0014374327403196992,-0.008515522585236985,0.0031928456430392067,0.006642441263405528,-0.0021483741510759076,0.0015954492048023314,52.93780021576433,0.3353236740136801,0.0,53
F606,0.5015639794790707,2.2191960197152523,0.35806932963493465,0.7762765077718755,2.979432532105714,6.316575077987873,9.361203854662909,10.110794697674688,19.84820526392829,13.270951227606172,20.941068249348998,-1.0,5.398048234525922e-17,-1.4561038702156833e-16,-0.2749749093272956,0.0735468777395279,0.03695930863973375,-0.0634460537227231,-0.10526288783483526,-0.06329417375339368,0.013732675711518524,-0.01606168534085604,-0.10307721691962363,0.036375419341040174,0.018565616944059234,-0.00965570948943365,-0.03196238069169866,-0.015095040649218794,0.0008640421158866307,0.0067594832163658785,-0.033525995036736436,0.014167345051168316,3.294855346024258e-05,0.01144247734625281,0.012494353615173525,-0.004961988983704578,-0.010685927319538657,0.0034240446507013403,0.008674382519712481,0.010077819634552163,-0.0041943873420190615,-0.0024524952418605007,0.020664657368225918,7.041967448721691e-05,-0.005123788165251152,-0.004401375602083152,0.001112663636737408,0.0042608492065737864,0.0021885180587658815,0.0021250249263616056,0.0064705746465492184,53.14711831658645,0.26023121555240575,0.006,53
F612,0.5387915740430975,1.3412345869488387,0.5693017510710175,0.7752400521594816,3.069113085038029,7.22720815433182,9.436039033926743,10.463803923455579,20.610138979874804,15.042946649908647,-20.52637093609309,1.0,3.8602364038772706e-18,1.4923682542665715e-17,0.14080249697033,0.036878746031929394,-0.074661952850275,0.0741889463305773,-0.21754189272585722,0.10295515290300533,0.008820621768705215,0.06104722217055037,0.07370731464507488,0.00840260144967552,-0.012709712642938681,0.007255820805948333,-0.014947684291533033,0.018355884022726355,-0.014913479994474812,-0.0022825382380278155,0.0008729144116911982,0.014786083879039204,-0.008466217495716799,0.018391063826084502,-0.0015978578072613167,0.007137962422222709,-0.007187561466697276,-0.0022074685001716994,-0.0033683312899473023,0.0036735665924969374,-0.004321818625833644,0.010020284131521213,0.0030377894557883944,0.004229294565056786,-0.007896344298170759,0.0021064553399561033,-0.0014151685597391292,0.0007647600372576412,-0.004456061618745342,0.0009168687382829272,0.0021159341037236957,70.7937459022078,0.3164035768748341,0.0,53
F637,0.35339247759510783,1.6500972042606552,0.36876140140191316,0.605547725985538,2.936642428362768,6.542548911721144,8.808782818615326,9.472692927698906,18.626067801456667,12.788992170735703,-19.237273814395852,1.0,1.1296352488020867e-17,-2.8897287722396486e-17,0.14189592078612998,0.08703293646282677,-0.05867533125088574,0.13018716281212922,-0.14978155207281954,0.06408770695413074,0.021827349378982928,-0.02074430649290286,0.10628441697519789,0.034318269707645725,-0.02843787353674358,0.013253476239096678,-0.05294996866343934,0.02051198950019155,-0.0025310078916388674,0.010002079490637512,0.019698000714666018,0.015599519722377206,-0.002053251144925735,-0.0030632786825398333,0.0018585697862060146,0.008528038025487163,-0.011774682092107473,0.007969314914274415,-0.008724718869766805,0.008402283798193143,0.0019995398447267914,-0.0024114522843168436,0.00950051180422121,0.005318078803230276,-0.008755066271300389,0.007025059909915661,-0.007349655736819908,0.004737247616325564,-0.0006896287384327524,-0.0010157500838928462,0.0063395305422562324,37.71212774389476,0.4297857288176007,0.27704918032786885,53
F596,0.33224877056113133,1.3787624968591463,0.47889963580476563,0.6641753313842298,3.0024278385624084,7.0205108423947715,9.139600363553905,10.232507939332496,19.92223345069709,13.74515220338965,20.80635886090137,1.0,4.416911877335678e-17,-7.798237314261078e-17,0.2502816035332067,0.16621823607700098,-0.1200449954455303,0.17612912767038033,-0.13230181098426488,0.05273869165894822,0.04055454211703562,-0.08521972512633509,0.10780462497109167,0.03682038923206361,-0.03594000938111387,0.033078304153178986,-0.07049715466986764,0.030325994146145105,-0.013811052814046617,0.03394489296670059,0.021130336480564837,0.002337811368899197,0.00388257264946573,-0.017929425258689752,0.02881672026446017,0.01785837820638755,-0.02692606795609078,0.0007760728961494013,-0.009003673994527065,0.010696343049856383,0.004876045422980547,-0.009160572410087832,-0.005075803508384639,-0.0011975769698927157,-0.0041466303011424045,0.013464975052722667,0.0016977621803391386,0.004498495779896618,-0.011914052522751484,-0.0025641648475618352,0.00366948672571107,43.491964937929,0.3510094896406487,0.1798469387755102,53
F597,0.3062748583554787,1.1032966620940379,0.5030899026855938,0.5673592976497541,2.9469629412251153,7.911586866395343,8.99607585308377,10.232822083604198,19.893038386802726,14.246168441817359,20.207852288698746,1.0,2.328664911878223e-17,-3.3788406603122546e-17,0.25967848493326434,0.18382747261499108,-0.11492700666857969,0.2783206494700896,-0.25304420878014316,0.057346067110462036,0.04583241552640259,-0.006566556766281935,0.14649666439857625,0.02275233383296349,-0.030645559307719224,-0.0020859441248407534,-0.010205819927726555,0.0421759718340755,-0.022049565173631772,0.024238948389966604,-0.018569683268652992,0.005949625983156851,0.007306135291216682,-0.006230117887764243,0.016598957452746536,0.013924170085577978,-0.016596035486704665,0.020368811316800774,0.0012349789820783913,0.01144022579123537,-0.002606135169568573,-0.006890208964452027,0.004968725345352447,-0.0015968142577861997,-0.004901166260160654,-0.0030169169125202093,-0.0006874301034224303,0.012112601764202958,-0.007872948498239295,0.012198656392643092,-3.68438574269391e-05,45.651950427111835,0.35162928067836363,0.07198952879581152,53
F622,0.5019773935702744,1.234575024331448,0.6105775563613836,0.7555191640347799,3.072406309129779,7.5100982884022205,9.407630752399278,10.992256888138819,-21.197087597595047,-14.794795547746423,-22.01850048273086,1.0,3.4359944894687146e-17,-4.2698139066741876e-17,0.2593688857984717,0.1188645097965913,-0.055176384874153016,0.21338118201679435,-0.14318279115069188,0.05396725466386652,0.003958741783205747,-0.04594926181123311,0.14593273310196747,0.04000415670636305,-0.011814114876976131,-0.0038144881241333264,-0.02090911358118123,0.02488534612990884,-0.016510750183634938,0.012009800396961342,0.0030619592661385794,0.01234857384774914,0.0037613515460439796,-0.014038747621425735,0.014331672208953839,0.012838113612230528,-0.008448798930356728,0.014662597600355785,0.0019817509158794994,0.00514319402003702,-0.005335151491332413,-0.013724735919317466,0.004952487027978971,0.007521586364930902,-0.001578377878408761,0.0033178335178739304,0.0007168928836451259,0.0043301658872097375,-0.003586682377381974,0.0016418563406979218,0.0037629399536503617,67.69393154524037,0.42955494161197916,0.14972527472527472,53
F636,0.5242168849005856,1.5013213312116003,0.5251737450194313,0.7594642670294025,3.066587385196217,6.961429380412544,9.515062725596746,10.637657002628005,20.770634898071098,14.166184719720492,21.03361090859862,1.0,-2.318203696199598e-17,1.3447934449295492e-17,0.3811542080553247,0.0972222091828559,-0.08156110579838216,0.032841467385675796,-0.15039449132222926,0.06488771716385207,0.027446320390387864,0.03423390119515562,0.12286750222841246,0.029652811065800443,-0.02546523045780037,-0.029957212814776372,0.00805367788565981,0.011253047422782358,-0.011750205352974663,-0.007710419089713884,-0.006982604897396413,0.021221390306298937,-0.0007051387705374687,0.015245229878824512,0.023464686321416354,4.832720398445756e-05,-0.009064150769210768,-0.016646022719036285,0.0015185174451173354,0.0035098277904505367,-0.003272982905984195,0.0026081203307219444,0.0050098492126824665,0.008286068775079944,-0.006840705554500098,-2.1494546873351757e-05,0.0038745902258630676,-0.005019996674505253,0.00043497498829561795,-0.006498492183131727,0.0007017609156634636,60.19289804485205,0.35438728183417406,0.045454545454545456,53
F608,0.5407795299504129,1.4008436059840588,0.5530006266619732,0.7747583650950747,3.0696167255997135,7.1158322827452025,9.458196386235896,10.554969239985624,20.591532758997136,14.18456137791117,-21.00632619234788,-1.0,9.524982180558856e-19,-1.5946307743577326e-17,-0.42472718529993114,0.10322821353248303,0.09795204059808321,-0.021768912796062526,-0.1997219968193741,-0.0812459627121899,0.021568867456297627,0.05741854708551802,-0.09614569623049218,0.03238932326034078,0.009540442873224456,0.005859045900706142,0.02694740632417954,-0.006260944005771465,-0.018409349191697205,-0.020140467240311502,0.008068973751891025,0.02527130589266963,0.0028185248881225323,-0.0209393576708162,0.018541385024624588,-0.005827405864892108,-0.005401421114256736,-0.01030111747209481,-0.006125268516111604,-0.0011544278577671156,0.002820889923470068,0.005129391784487113,0.004475466592486677,-0.009083475261848025,-0.009537408947934624,0.006900561330695001,-0.0005708645126140513,0.0007463998139745917,0.0014901385989866533,0.005638729234701442,0.004901397752438635,65.77799231769198,0.27633785379866094,0.042435424354243544,53
F620,0.6032940809277775,1.2340612982000638,0.6714923834709379,0.8350266830870279,3.1135633091001425,7.594079811551172,9.729696715611745,10.927076771070196,21.537782601545004,14.959143640119407,21.324546138928966,1.0,-1.1909350672256403e-17,-7.551742447176916e-17,0.4074378008186024,0.04621089393975313,-0.09389128554755742,-0.037250215089456466,-0.16349004999501668,0.09353960155424358,-0.005161749959727047,0.060102512936936255,0.06260126601553422,0.03624607986656621,-0.011440151993563455,0.009104550599554076,0.023812897934016055,-0.0014515530726762979,-0.0026761712990084996,-0.02829152870956886,0.020409296196368627,0.014613258947442335,-0.019507650964177985,0.005582137562960454,-0.004686300836166873,0.008384799986440119,-0.009438171541526425,0.0008947793277527144,0.0016336082099394406,0.005782561871624815,0.00029862640110300706,0.002230950227022549,0.013593276648065316,6.392016421731726e-05,-0.007028651008934306,-0.004044517174048643,-0.002146532907040777,-0.0019438990696989179,-0.0033587255435540233,-0.00013256657793023853,0.004577111729429951,74.01098305538608,0.22496484030004782,0.03125,53
F634,0.3791549623680932,1.5191584684530979,0.4308879530534735,0.6644857066182767,2.98377573781238,6.773530248027194,8.956653768843541,9.96288275342049,19.432411580933845,13.36669746242846,-20.101152665808097,1.0,-1.8100167121850473e-17,-6.925137015547688e-17,0.31661579293494757,0.11385835245035938,-0.01596215402660813,0.14389421149954948,-0.15498599646373248,0.05025786178242326,-0.0018260550019518424,-0.054417088863636984,0.08878868225821132,0.044431833992725274,0.003909268601568407,0.018257133400138754,-0.03903803852444411,0.021660949728259736,-0.01613856371945625,0.02272404490281215,0.005998245123770334,0.014616937677167402,0.011358142880838397,-0.022809710465536516,0.015567596251469395,0.011474194944106356,-0.010117383016849115,0.01193709897523315,-0.011969403406355158,0.01148028555015696,0.00012749529520278996,-0.006230239036547504,-0.0005943515523372571,0.0036709230639788443,0.0019594504298414347,0.003038056984854903,-3.051967934822182e-05,0.00804925843814242,-0.0053314773976932016,0.0023877047077704955,-0.0014454537965355523,40.96520700708774,0.44864268226791076,0.21955128205128205,53
F595,0.3894539628779051,1.134929654482199,0.580619716139334,0.653731658912711,3.0201112924621447,7.840177466490003,9.459380253430126,10.476411406383944,20.510180536527482,-14.424166633282454,20.735434338447785,1.0,-2.571693561311791e-18,-1.3853587556542447e-17,0.4577137102199262,0.13555729978371583,-0.12273767418061658,0.1839869246637998,-0.31836357569194024,0.0893450505361308,0.008680524544300634,0.07053871625028277,0.09859544839422565,0.022411251584492545,0.005000331073382482,0.008342267805770723,0.05309690141383278,0.014575424091458426,-0.03785971671614395,0.004577528434125589,-0.02492256612083664,0.02035583835803759,-0.005969015198603021,0.0021105424927633774,0.020149807208478584,0.011289051758225439,-0.00625509040173415,0.00816594616244434,0.004772604682268531,0.005135919127332619,-0.010799477805301503,0.007797527190687029,-0.004496794836607756,0.004785479250609558,-0.0034956056813986672,-0.0018220649664199267,0.01814727395465706,0.003417712660530793,-0.005408945210077627,-3.761393060605929e-05,-0.0016697883093028027,52.94974357522798,0.34969979494416403,0.18118948824343015,53
F621,0.45094605893683365,1.559066154051326,0.4469901281617953,0.7086200595207017,3.006395931863541,6.772464699026939,9.10905915907658,10.210433152617707,20.056290341730335,13.948397252497653,-19.990119858954955,1.0,2.7302200615222303e-18,3.402510806402885e-17,0.13106012138667986,0.0606685465191003,-0.0436547375851446,0.1177871592443675,-0.13345145158943744,0.07122165880801797,0.008068517680103481,-0.016155352655589993,0.0990891043965567,0.030880725331851804,-0.020198344524034583,0.012682340786941401,-0.04399878939593205,0.018252205622995676,-0.004096270870152993,0.0029500675894689387,0.0173602285758826,0.01568340014506104,-0.003842131343467299,0.006937088299742891,-0.0036244469144939115,0.007020573058452777,-0.00879649116788241,0.008856326188884723,0.003196523178340556,0.007981859330740314,-0.0017917197412931542,-0.0057476628151315315,0.009424938362800723,0.005969176710928775,-0.005710349193073878,0.006039988489972399,-0.00574859459410196,0.0025418116953291256,-0.0026622001858608055,-0.001679674295325503,0.005333789173351204,53.34487966608765,0.41979999394325085,0.16187594553706505,53
F609,0.1926045022904455,2.0267267569162866,0.24419169915932354,0.44209747069710054,2.798852650070931,6.029286494813496,8.516037750353153,9.237022514524721,18.113953622710508,12.253530354547326,-19.480571209320438,1.0,-2.7372961827941715e-17,6.267765554373997e-17,0.17608092386492197,0.2003136046773417,-0.09526845579412625,0.27378198608745996,-0.11463217711453648,0.019082261039418694,-0.0012363137525664544,-0.12085670466057001,0.08489063384360618,0.08162364906221843,-0.025621614396908188,0.06179666223863348,-0.0595612949982307,0.018617502392662195,0.0043256938364509565,0.03223673225603312,0.020355030933996095,-0.0024517467967538945,-0.014737549983985902,-0.01284918493200892,0.018817904040897723,0.025466949169528307,-0.010193119363493175,0.0010356074073072689,0.013424190409343043,0.004253300635896179,-0.009992432362644306,-0.014491727767643313,-0.021610751782866904,0.007337682923222015,0.0001418049360498427,0.010776748456938757,0.002125512839597509,0.003079405338558681,-0.00816082014668532,0.006571214705360499,-0.0026418024573003256,24.52085707286194,0.4391411932219387,0.1731266149870801,53
F625,0.4270049999530514,2.0047789095950828,0.3373163530089134,0.7275295163133173,2.937291232487295,6.316074754929184,8.895395970941511,9.50062613651455,18.69868047914595,12.659148279455112,20.548847700130782,1.0,3.723770943373012e-18,-3.164139273453301e-17,0.13849986129721992,0.05005509911654847,-0.05560602384285685,0.07421339850258521,-0.10772583187092988,0.09380694489168752,0.021094522356341048,0.00778230912346133,0.10367074661049763,0.012915938130891327,-0.018977186985577273,-0.0152818275706618,-0.032408581631073054,0.025435135971622974,-0.005936065206733828,0.008979405319531954,0.01583286187526903,0.017210559391420754,-0.001888040009245599,0.004167173278380891,0.005573134578042712,0.0030836346399190726,-0.005354547266109984,-0.009853675290871817,0.0035712390496645654,0.010746924100938204,-0.0028983623020483,0.004937599666547502,0.0008274979798528814,0.003300086420406927,-0.0058416147465678,-0.0028565032477384823,-0.0004409994654207547,0.005654412584257542,0.0005390250540327798,0.0028687368993904777,0.003913594765747302,46.78529711568912,0.3450641118650663,0.18976545842217485,53
F631,0.4192919236840186,2.4539469016230875,0.2852586517878814,0.6992125737722882,2.8942673106237753,6.0797099783248205,8.930302059534599,9.464196533834283,18.662055399190834,12.505824016890347,-19.937616381886173,1.0,-1.8895534172343158e-17,1.2152168148851551e-16,0.15901618270643325,0.056361552818469746,-0.03477524431282883,0.0764301740464008,-0.07741493197183419,0.07039364322203118,0.00955244519041645,-0.026035988403859556,0.09534659751328169,0.034768431249756,-0.019699200487864478,0.006300733339650735,-0.038401022608385654,0.012079995227542786,0.0033235238806818023,-0.0049704476190520356,0.03149325334882122,0.019660259124356302,-0.010036940392918687,-0.0016600202901930214,-0.010261775450887375,0.005459716340633993,-0.0021029691932850756,0.0044258725934348256,0.0066190082184384175,0.008939438059106894,-0.002245857157913942,-0.00473580964903299,0.006425975410104846,0.004169699894323415,-0.005697979542296928,0.003766090592676607,-0.0041150675801098595,0.004432576637777792,0.00040846204368065567,-0.0028413257509481093,0.00912015164844407,42.88203640116147,0.34375039873835983,0.18237704918032788,53
F619,0.32543343267877345,1.7893869990977231,0.3096585467079136,0.5518435998815151,2.878595355575016,6.31848585816859,8.655060572725503,9.24574625598861,18.196906014720284,12.405405647678618,19.4255451000148,1.0,-3.8362919584575665e-18,-2.341984899112221e-17,0.2074700158225242,0.12728562135201676,-0.07491502350001226,0.14050470934086004,-0.16046854567683608,0.056245562917021874,0.0414305088243757,-0.00728153036518394,0.13950678080509074,0.038017614777414506,-0.03178884259855675,-0.013264105912312302,-0.03466922289999675,0.01995778098634401,-0.002302377873731419,0.011073269503162177,0.0048049878520939615,0.017495539638383482,-0.0004038429764471913,-0.0022556397946876957,0.018248937344674428,0.00976842333159698,-0.009795821348442414,0.002283253090758727,-0.00964845803657187,0.005709091217355609,0.0006753371367290367,-0.005839387469378132,0.0157340125458168,0.008564624818882514,-0.006670377946153865,-4.630108775173384e-05,-0.009269532731210962,0.002940570799165747,-0.0025061017804072147,0.0024098248477127295,0.005107837956532664,35.273993653519646,0.46105574655435594,0.2967032967032967,53
F618,0.30195266961905853,2.3678739115874596,0.26736477607833764,0.6008196216182905,2.8615784545824647,6.036338979940532,8.817286749278553,9.429149264430666,18.5731066268609,12.475749310379063,-19.07263395185649,-1.0,3.408374133054321e-17,-2.275962000940877e-16,-0.14416539513224036,0.04823608546798022,0.08461567897173251,-0.05019264640254399,-0.03438298328501562,-0.0884101510328921,-0.0009409146087082709,-0.060893255604026086,-0.03757745793686508,0.03690625705726273,0.021781404906898397,-0.06200220655260034,-0.0557220150255767,-0.010887204741479651,-0.00015890318606562938,0.0037186142772296454,-0.05785846230114061,0.01830205128734694,0.01207586834673194,0.0034726392824304315,-0.0010406492003946636,-0.0037535203394733147,-0.004675829540048579,-0.008644347075487792,-0.004341126538641281,0.004025759504530096,0.0036937284961873406,-0.00754866164834992,-0.006472858702506222,-0.004006109100842664,-0.01255802591967455,0.009713100861263773,-0.005258495347387914,0.006467869824852854,-0.0007239773920468935,0.0005861346501736684,0.0075778509328305104,33.37462722593513,0.38773682852068336,0.12479740680713128,53
F630,0.7684948218724275,1.0961984388971413,0.8584558829326261,0.9682997839380011,3.176497903829433,8.42929193304693,10.218975125759734,12.535590765174916,-25.105977016951012,-17.3990456841116,23.91376792494175,1.0,2.6782861188050676e-17,-7.872907086827259e-17,0.8191260878492911,0.035797620525517077,-0.15186747881665785,-0.17815297316344225,-0.08581098528094917,-0.014000059108567104,-0.033742222837593566,-0.004107851684610617,0.011965490571858176,0.03729398678655387,-0.07829069346090076,0.04028710826649398,-0.004005364384205811,-0.007177873363658526,-0.016855209367574505,-0.004377056976265335,0.008589084988134463,0.00590419706177601,-0.003735424126616274,0.017597657408794293,0.0075894172969202785,-0.01022823219190284,-0.011577864357919897,0.00463231918436139,-0.007685958866128269,-0.006162140266318996,0.005168097407506575,0.00405740311689525,0.003847109547510705,-0.0008031269531446774,-0.0011053785093179424,0.007959839710457346,-0.0067977884101201504,-0.007690990505400447,0.00396437637308846,-0.0005211008145545326,-0.0010206081806031911,112.06114803984804,0.2522240898937976,0.0,53
